quantized_time,X_0_0,Y_0_0,Z_0_0,X_0_1,Y_0_1,Z_0_1,X_0_2,Y_0_2,Z_0_2,X_0_3,Y_0_3,Z_0_3,X_0_4,Y_0_4,Z_0_4,X_0_5,Y_0_5,Z_0_5
1627567805.056,-0.582,-0.232,0.779,0.5425,-0.301,0.7845000000000001,,,,0.0,0.0,0.0,0.44499999999999995,0.141,0.8840000000000001,-0.27099999999999996,-0.5990000000000001,0.753
1627567805.120,-0.582,-0.232,0.779,0.5407500000000001,-0.301,0.7854999999999999,,,,0.0,0.0,0.0,0.44499999999999995,0.141625,0.8840000000000001,-0.27099999999999996,-0.5990000000000001,0.753
1627567805.184,-0.582,-0.232,0.779,0.5383750000000002,-0.30074999999999996,0.7871250000000001,,,,0.0,0.0,0.0,0.44499999999999995,0.142375,0.8840000000000001,-0.27099999999999996,-0.59975,0.753
1627567805.248,-0.582,-0.232,0.779,0.5375,-0.3,0.7881250000000001,,,,0.0,0.0,0.0,0.445125,0.143,0.8840000000000001,-0.27075,-0.6,0.753
1627567805.312,-0.582,-0.232,0.779,0.536125,-0.29924999999999996,0.7895000000000001,,,,0.0,0.0,0.0,0.44562500000000005,0.144625,0.8835000000000001,-0.27,-0.6,0.753
1627567805.376,-0.582,-0.232,0.779,0.535,-0.298875,0.79,,,,0.0,0.0,0.0,0.44662500000000005,0.146,0.8826249999999999,-0.27,-0.6,0.753
1627567805.440,-0.582,-0.232,0.779,0.535,-0.298,0.7907500000000001,,,,0.0,0.0,0.0,0.448,0.14737499999999998,0.881875,-0.27,-0.6,0.753
1627567805.504,-0.582,-0.232,0.779,0.5339999999999999,-0.2975,0.7913749999999999,,,,0.0,0.0,0.0,0.44849999999999995,0.148875,0.8810000000000001,-0.27,-0.6004999999999999,0.7525
1627567805.568,-0.582,-0.232,0.779,0.5327500000000001,-0.296,0.7926250000000001,,,,0.0,0.0,0.0,0.44899999999999995,0.15062499999999998,0.88075,-0.27037500000000003,-0.601,0.7519999999999999
1627567805.632,-0.582,-0.232,0.779,0.5308750000000001,-0.295,0.7945,,,,0.0,0.0,0.0,0.4498750000000001,0.153,0.88,-0.27,-0.601,0.7519999999999999
1627567805.696,-0.582,-0.232,0.779,0.529,-0.294125,0.7960000000000002,,,,0.0,0.0,0.0,0.45012500000000005,0.15575,0.8793749999999998,-0.27,-0.6015,0.7519999999999999
1627567805.760,-0.582,-0.232,0.779,0.528375,-0.293,0.796875,,,,0.0,0.0,0.0,0.45125,0.15812500000000002,0.8785000000000001,-0.27,-0.602,0.7510000000000001
1627567805.824,-0.582,-0.232,0.7791250000000001,0.5275000000000001,-0.29312499999999997,0.7969999999999999,,,,0.0,0.0,0.0,0.451375,0.160375,0.878,-0.26975000000000005,-0.6023749999999999,0.7510000000000001
