quantized_time,X_1_0,Y_1_0,Z_1_0,X_1_1,Y_1_1,Z_1_1,X_1_2,Y_1_2,Z_1_2,X_1_3,Y_1_3,Z_1_3,X_1_4,Y_1_4,Z_1_4,X_1_5,Y_1_5,Z_1_5
1627567805.056,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35062499999999996,0.5339999999999999,0.7691250000000001,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.120,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3523749999999999,0.535,0.7679999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.184,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35400000000000004,0.535,0.7671250000000001,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.248,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35625000000000007,0.5358750000000001,0.7655,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.312,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35825,0.536625,0.7638750000000001,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.376,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35987499999999994,0.5380000000000001,0.762375,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.440,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.36212500000000003,0.538625,0.760625,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.504,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.364,0.539,0.7595000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.568,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.365375,0.5401250000000001,0.7581249999999999,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.632,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.366875,0.541,0.75675,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.696,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.36787499999999995,0.5419999999999999,0.7560000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.760,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.369375,0.5419999999999999,0.7546249999999999,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.824,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.37137499999999996,0.5428750000000001,0.753375,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.888,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.373125,0.543,0.7522499999999999,0.0,0.0,0.0,0.0,0.0,0.0
1627567805.952,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.375625,0.543625,0.750625,0.0,0.0,0.0,0.0,0.0,0.0
1627567806.016,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.377375,0.544625,0.7488750000000001,0.0,0.0,0.0,0.0,0.0,0.0
1627567806.080,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.377875,0.5457500000000002,0.747625,0.0,0.0,0.0,0.0,0.0,0.0
1627567806.144,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.37800000000000006,0.5470000000000002,0.74675,0.0,0.0,0.0,0.0,0.0,0.0
