quantized_time,X_0_0,Y_0_0,Z_0_0,X_0_1,Y_0_1,Z_0_1,X_0_2,Y_0_2,Z_0_2,X_0_3,Y_0_3,Z_0_3,X_0_4,Y_0_4,Z_0_4,X_0_5,Y_0_5,Z_0_5
1627566904.416,,,,0.46999999999999986,-0.20737499999999998,0.8579999999999999,0.041,-0.509,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.480,,,,0.46999999999999986,-0.20912499999999998,0.8578749999999999,0.041,-0.509,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.544,,,,0.46999999999999986,-0.211625,0.8570000000000001,0.041,-0.509,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.608,,,,0.46999999999999986,-0.213875,0.856625,0.041,-0.509,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.672,,,,0.4691249999999999,-0.21650000000000003,0.856,0.041,-0.509,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.736,,,,0.4689999999999999,-0.218625,0.8556250000000001,0.041,-0.5081249999999999,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.800,,,,0.4689999999999999,-0.221,0.8550000000000002,0.041,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.864,,,,0.4689999999999999,-0.223,0.8545,0.041,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.928,,,,0.4694999999999999,-0.225125,0.8537499999999999,0.041,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566904.992,,,,0.470625,-0.22800000000000004,0.8522500000000001,0.041,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566905.056,0.0,0.0,0.0,0.47224999999999995,-0.23075,0.8506249999999999,0.041999999999999996,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566905.120,0.0,0.0,0.0,0.47375,-0.23325,0.849125,0.041999999999999996,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566905.184,0.0,0.0,0.0,0.47487500000000005,-0.2365,0.8476249999999999,0.041999999999999996,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566905.248,0.0,0.0,0.0,0.47612499999999996,-0.239375,0.8462500000000001,0.041999999999999996,-0.508,0.8600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.5990000000000001,0.753
1627566905.312,0.0,0.0,0.0,0.4773749999999999,-0.24287499999999995,0.8445000000000001,0.041999999999999996,-0.508,0.8607499999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.599625,0.753
1627566905.376,0.0,0.0,0.0,0.47925,-0.24674999999999997,0.8422499999999999,0.041999999999999996,-0.507625,0.8609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.6,0.753
1627566905.440,0.0,0.0,0.0,0.48087499999999994,-0.25012499999999993,0.8404999999999999,0.042374999999999996,-0.507,0.8609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.6,0.753
1627566905.504,0.0,0.0,0.0,0.48275,-0.253,0.838375,0.04299999999999999,-0.507,0.8609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.6,0.753
1627566905.568,0.0,0.0,0.0,0.48424999999999996,-0.255375,0.8368749999999999,0.04299999999999999,-0.5068750000000001,0.8609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.6,0.752875
1627566905.632,0.0,0.0,0.0,0.48587500000000006,-0.25875,0.8347499999999998,0.04312499999999999,-0.5060000000000001,0.8609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.600375,0.7519999999999999
1627566905.696,0.0,0.0,0.0,0.48875,-0.26275000000000004,0.8318749999999999,0.04399999999999999,-0.5060000000000001,0.8616250000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27099999999999996,-0.601,0.7519999999999999
1627566905.760,0.0,0.0,0.0,0.490875,-0.26637500000000003,0.829375,0.04399999999999999,-0.5051249999999999,0.862,0.0,0.0,0.0,0.0,0.0,0.0,-0.270875,-0.601,0.7519999999999999
1627566905.824,0.0,0.0,0.0,0.49324999999999997,-0.27025,0.8267499999999998,0.04462499999999999,-0.5045,0.862,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,-0.6012500000000001,0.7519999999999999
1627566905.888,0.0,0.0,0.0,0.49525,-0.273625,0.8246249999999999,0.04499999999999999,-0.5035000000000001,0.8629999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.26987500000000003,-0.602,0.7519999999999999
1627566905.952,0.0,0.0,0.0,0.4976250000000001,-0.2765000000000001,0.822,0.04537499999999999,-0.5022499999999999,0.863625,0.0,0.0,0.0,0.0,0.0,0.0,-0.26925000000000004,-0.60225,0.751125
